Employee_ID,Department_ID,Location_ID,JobRole_ID,Age,Gender,Education_ID,Years_Experience,Date_of_Joining,Joining_Date_ID,Performance_Rating,Engagement_Score,Work_Life_Balance,Salary,Attrition,Absenteeism_Days,Training_Hours,Last_Hike_Percentage,Promotion_Last_3_Years,Satisfaction_Score,Remote_Work_Percentage,Overtime_Hours,Last_Review_Date,Last_Review_Date_ID,Tenure_Years,Age_Group,Performance_Category,Salary_Per_Year_Experience,Comp_Ratio
21275,3,4,5,27,Female,3,7,2021-08-20,2424,3,1,3,731040,No,1,65,14,Yes,2,31,8,2022-06-04,2712,3.3648186173853527,21-30,Medium,91380.0,1.0077187584646845
21276,2,2,3,32,Male,2,13,2016-12-27,727,5,5,3,558112,No,0,96,16,No,4,58,8,2018-01-25,1121,8.010951403148528,31-40,High,39865.142857142855,1.1512448689123125
21277,3,5,1,27,Male,3,4,2023-01-06,2928,4,5,3,853197,No,3,42,19,No,4,26,6,2024-06-09,3448,1.9849418206707734,21-30,High,170639.4,0.8773612844976338
21278,2,2,3,34,Male,4,15,2018-01-07,1103,5,5,3,623618,No,2,82,27,No,4,40,14,2019-01-02,1463,6.981519507186858,31-40,High,38976.125,1.2863672930547247
21279,3,5,3,30,Female,2,8,2021-08-15,2419,5,4,4,481528,No,1,55,21,Yes,4,81,11,2022-10-12,2842,3.378507871321013,21-30,High,53503.11111111111,0.9932713133521731
21280,4,5,2,24,Male,1,5,2019-02-09,1501,5,5,3,384535,No,3,55,19,No,4,56,7,2020-07-08,2016,5.891854893908282,21-30,High,64089.166666666664,1.0549280821260147
21281,2,3,5,30,Male,1,6,2022-12-04,2895,3,3,4,716317,No,1,85,16,No,3,20,7,2023-08-06,3140,2.0752908966461328,21-30,Medium,102331.0,0.9874235033748461
21282,1,1,1,22,Male,1,0,2020-11-03,2134,2,2,3,800000,No,1,62,1,No,2,45,8,2022-04-25,2672,4.158795345653662,21-30,Low,800000.0,0.8226576366280086
21283,6,2,3,40,Female,1,21,2022-12-01,2892,2,3,4,530847,No,1,17,3,No,3,73,17,2023-10-05,3200,2.083504449007529,31-40,Low,24129.409090909092,1.0950040223601971
21284,5,4,3,29,Male,1,7,2021-03-04,2255,4,3,4,518852,No,3,69,27,No,3,54,9,2022-01-08,2565,3.8275154004106775,21-30,High,64856.5,1.070261350275377
21285,5,4,2,31,Female,1,7,2018-02-14,1141,3,2,3,343046,No,2,43,11,Yes,2,73,17,2019-06-15,1627,6.877481177275839,31-40,Medium,42880.75,0.9411077245530338
21286,2,1,3,36,Male,2,14,2021-02-06,2229,5,4,3,589999,No,2,60,19,No,3,64,13,2022-06-15,2723,3.898699520876112,31-40,High,39333.26666666667,1.2170197405061987
21287,4,2,3,33,Male,2,11,2019-05-15,1596,4,2,4,493049,No,1,56,20,No,3,80,15,2019-12-23,1818,5.631759069130732,31-40,High,41087.416666666664,1.0170362424967512
21288,3,4,4,32,Male,2,13,2022-12-12,2903,4,4,5,362383,No,1,54,21,Yes,4,13,5,2024-01-04,3291,2.0533880903490758,31-40,High,25884.5,1.1877243065547496
21289,2,3,4,34,Female,1,12,2018-06-22,1269,2,1,4,290386,Yes,8,35,4,No,2,46,7,2019-09-07,1711,6.52703627652293,31-40,Low,22337.384615384617,0.9517513528040983
21290,2,4,3,33,Female,1,8,2019-06-16,1628,3,5,3,428230,No,1,43,19,No,3,86,13,2020-02-15,1872,5.544147843942505,31-40,Medium,47581.11111111111,0.8833309267930444
21291,2,4,2,42,Male,2,20,2018-05-25,1241,4,2,5,467045,Yes,13,78,22,Yes,3,60,9,2019-07-13,1655,6.6036960985626285,41-50,High,22240.238095238095,1.281284892445537
21292,2,4,3,41,Male,3,17,2020-10-01,2101,5,5,3,601165,No,3,72,20,No,4,50,11,2021-11-30,2526,4.249144421629021,41-50,High,33398.055555555555,1.2400523938200045
21293,6,1,2,37,Female,2,18,2023-11-18,3244,5,5,4,404654,No,1,58,15,No,4,88,11,2024-10-21,3582,1.1197809719370295,31-40,High,21297.57894736842,1.1101222727310136
21294,1,1,2,44,Male,2,19,2019-12-22,1817,5,5,4,440073,Yes,9,44,21,No,4,57,19,2021-04-21,2303,5.026694045174538,41-50,High,22003.65,1.207290274969617
21295,3,1,3,29,Female,1,4,2021-10-02,2467,3,5,3,400000,Yes,6,11,14,No,3,78,13,2022-12-25,2916,3.247091033538672,21-30,Medium,80000.0,0.8250995276305204
21296,3,5,3,21,Male,2,0,2017-06-06,888,3,4,4,400000,No,0,50,10,No,3,74,15,2018-04-20,1206,7.57015742642026,21-30,Medium,400000.0,0.8250995276305204
21297,2,2,3,32,Female,1,12,2020-09-18,2088,3,3,4,494786,No,4,52,14,No,3,49,11,2021-12-07,2533,4.284736481861739,31-40,Medium,38060.46153846154,1.0206192371954868
21298,4,1,5,25,Female,1,4,2021-01-23,2215,2,1,2,600000,Yes,6,89,1,No,1,38,5,2022-06-07,2715,3.9370294318959616,21-30,Low,120000.0,0.8270836822592618
21299,2,1,2,21,Male,2,2,2022-08-03,2772,4,5,3,313610,No,4,70,15,Yes,4,81,11,2023-04-22,3034,2.412046543463381,21-30,High,104536.66666666667,0.8603534030336366
21300,5,2,2,27,Male,2,2,2016-11-10,680,3,2,3,335000,No,3,16,8,No,2,81,12,2018-01-24,1120,8.139630390143736,21-30,Medium,111666.66666666667,0.9190344377292442
21301,2,4,3,43,Female,1,18,2016-08-08,586,5,3,4,642140,Yes,13,73,27,No,3,46,12,2017-10-09,1013,8.396988364134154,41-50,High,33796.84210526316,1.324573526681656
21302,4,3,3,30,Female,2,6,2017-05-22,873,5,4,5,459985,No,3,96,29,Yes,4,83,22,2018-01-18,1114,7.611225188227242,21-30,High,65712.14285714286,0.9488335155428124
21303,4,3,1,29,Female,4,9,2020-09-05,2075,5,5,2,1096082,Yes,6,63,22,No,3,45,3,2021-11-16,2512,4.3203285420944555,21-30,High,109608.2,1.127125284588126
21304,5,1,2,30,Female,2,8,2016-04-25,481,2,4,3,324296,Yes,5,21,9,No,3,84,9,2017-05-01,852,8.684462696783026,21-30,Low,36032.88888888889,0.8896692299040089
21305,5,4,2,21,Male,3,0,2019-09-16,1720,5,5,4,301379,Yes,12,40,20,Yes,4,64,9,2020-09-13,2083,5.292265571526352,21-30,High,301379.0,0.8267990442041847
21306,4,1,4,32,Female,3,11,2020-12-24,2185,5,5,4,368902,Yes,4,44,19,No,4,22,5,2021-12-12,2538,4.0191649555099245,31-40,High,30741.833333333332,1.2090905813370392
21307,2,3,4,32,Other,1,9,2021-12-25,2551,1,1,5,266074,No,1,32,5,No,2,32,10,2023-01-09,2931,3.0171115674195756,31-40,Low,26607.4,0.8720678319409256
21308,3,1,2,42,Male,1,20,2017-06-18,900,4,5,5,428386,No,2,62,24,No,4,75,12,2018-05-05,1221,7.537303216974675,41-50,High,20399.333333333332,1.1752283183315821
21309,4,1,1,31,Male,2,6,2023-07-16,3119,4,5,3,1016134,No,4,84,28,No,4,45,9,2024-06-04,3443,1.462012320328542,31-40,High,145162.0,1.044912993671706
21310,5,1,2,26,Male,1,2,2024-01-07,3294,1,1,4,300000,Yes,8,35,7,No,2,87,10,2024-10-10,3571,0.9828884325804244,21-30,Low,100000.0,0.8230159143843978
21311,1,3,1,40,Female,2,15,2017-02-24,786,5,5,4,1252906,No,1,68,23,No,4,39,5,2017-12-29,1094,7.8494182067077345,31-40,High,78306.625,1.2883908610963146
21312,2,3,2,23,Male,2,3,2020-08-23,2062,3,4,5,300000,No,2,13,19,No,4,51,18,2022-01-29,2586,4.355920602327173,21-30,Medium,75000.0,0.8230159143843978
21313,5,1,2,27,Other,1,4,2018-03-08,1163,1,2,5,300000,No,1,21,4,No,3,52,17,2019-04-03,1554,6.8172484599589325,21-30,Low,60000.0,0.8230159143843978
21314,3,1,3,40,Male,2,19,2018-06-23,1270,4,4,4,596134,No,4,76,24,No,4,78,12,2019-01-13,1474,6.524298425735798,31-40,High,29806.7,1.2296747045112317
21315,2,4,2,34,Female,1,11,2021-03-27,2278,4,5,4,354502,No,1,91,19,No,4,53,12,2022-01-25,2582,3.7645448323066395,31-40,High,29541.833333333332,0.9725359589369926
21316,3,1,3,21,Male,1,1,2019-11-24,1789,3,2,3,400000,Yes,3,29,10,No,2,78,10,2021-03-08,2259,5.103353867214237,21-30,Medium,200000.0,0.8250995276305204
21317,4,1,2,38,Female,1,18,2017-07-03,915,5,5,4,461757,Yes,12,89,17,Yes,4,47,9,2018-04-14,1200,7.496235455167693,31-40,High,24303.0,1.2667778652613213
21318,6,2,4,30,Male,1,9,2021-07-21,2394,1,2,5,251449,Yes,6,14,2,No,3,37,9,2022-06-23,2731,3.4469541409993156,21-30,Low,25144.9,0.8241338284601796
21319,3,4,5,24,Male,2,2,2016-03-10,435,4,4,3,699707,No,4,55,16,No,3,43,6,2017-03-18,808,8.810403832991103,21-30,High,233235.66666666666,0.9645270701043022
21320,2,1,3,30,Female,1,10,2022-04-07,2654,2,3,3,461796,No,2,12,11,No,2,84,8,2023-02-11,2964,2.735112936344969,21-30,Low,41981.454545454544,0.9525691536541595
21321,2,5,1,27,Other,2,8,2015-03-19,78,4,5,3,897884,No,2,47,17,No,4,44,5,2016-02-04,400,9.787816563997263,21-30,High,99764.88888888889,0.9233139117576286
21322,1,2,1,47,Male,1,27,2016-02-19,415,5,5,2,1383041,Yes,10,40,21,No,3,25,5,2017-06-29,911,8.865160848733744,41-50,High,49394.32142857143,1.4222115505245472
21323,4,2,1,31,Female,1,10,2016-07-03,550,5,5,4,1073403,No,3,93,18,No,4,41,9,2017-01-13,744,8.49555099247091,31-40,High,97582.09090909091,1.103803968911768
21324,3,1,2,36,Male,2,11,2022-06-15,2723,5,5,5,362886,No,1,48,25,No,5,66,14,2023-11-02,3228,2.546201232032854,31-40,High,30240.5,0.9955365103576553
21325,2,3,3,29,Female,1,8,2016-08-14,592,5,5,5,539652,No,5,93,21,No,5,54,14,2017-10-08,1012,8.380561259411362,21-30,High,59961.333333333336,1.1131665257121641
21326,4,1,2,35,Female,1,14,2021-04-15,2297,4,5,5,418474,No,1,64,27,Yes,4,64,11,2022-03-10,2626,3.7125256673511293,31-40,High,27898.266666666666,1.1480358725203217
21327,4,3,2,28,Female,2,9,2016-07-12,559,2,1,3,346596,No,0,14,8,Yes,2,52,8,2017-10-05,1009,8.470910335386721,21-30,Low,34659.6,0.9508467462065825
21328,2,1,3,25,Male,1,1,2021-12-17,2543,5,5,4,441844,No,2,50,29,No,4,67,10,2023-05-10,3052,3.0390143737166326,21-30,High,220922.0,0.9114131892159492
21329,2,2,1,34,Female,3,15,2017-05-26,877,5,5,4,1176417,No,0,97,27,No,4,30,3,2017-12-30,1095,7.600273785078714,31-40,High,73526.0625,1.209735536136265
21330,6,4,2,44,Female,2,19,2020-01-26,1852,5,5,3,498074,No,1,68,20,Yes,4,84,11,2021-06-21,2364,4.930869267624915,41-50,High,24903.7,1.3664094284703152
21331,2,3,3,27,Female,2,2,2021-09-13,2448,5,5,3,447133,No,1,59,28,No,4,56,9,2022-12-02,2893,3.299110198494182,21-30,High,149044.33333333334,0.9223230677200437
21332,4,1,1,41,Male,2,19,2020-03-18,1904,5,5,3,1305925,No,3,80,16,Yes,4,51,7,2021-02-25,2248,4.788501026694045,41-50,High,65296.25,1.3429114676417901
21333,3,3,3,43,Female,1,19,2020-02-16,1873,3,1,5,547435,Yes,9,56,17,No,3,73,7,2021-03-12,2263,4.87337440109514,41-50,Medium,27371.75,1.129220899771035
21334,5,3,5,25,Female,2,0,2020-07-10,2018,2,3,2,600000,No,10,57,9,No,2,40,8,2021-08-02,2406,4.476386036960986,21-30,Low,600000.0,0.8270836822592618
21335,4,1,4,30,Female,2,11,2022-10-12,2842,2,2,5,262795,Yes,7,15,7,Yes,3,34,5,2023-05-17,3059,2.220396988364134,21-30,Low,21899.583333333332,0.8613207825451399
21336,4,2,1,21,Female,1,0,2023-04-04,3016,3,2,4,800000,No,1,71,15,Yes,3,55,6,2024-05-15,3423,1.7440109514031485,21-30,Medium,800000.0,0.8226576366280086
21337,5,1,3,34,Male,2,12,2018-05-24,1240,4,5,4,546258,No,1,75,25,No,4,72,20,2019-05-31,1612,6.606433949349761,31-40,High,42019.846153846156,1.1267930444109822
21338,6,2,2,33,Female,4,12,2017-08-22,965,3,4,4,406818,No,1,53,8,No,3,87,16,2018-05-06,1222,7.359342915811088,31-40,Medium,31293.69230769231,1.1160589608601066
21339,4,3,5,29,Male,1,7,2023-07-13,3116,3,3,2,725401,No,3,85,9,Yes,2,52,11,2024-07-31,3500,1.4702258726899384,21-30,Medium,90675.125,0.9999455503242513
21340,2,1,5,30,Male,2,7,2019-10-02,1736,2,4,2,625528,No,5,84,8,No,2,23,8,2021-01-02,2194,5.248459958932238,21-30,Low,78191.0,0.8622733359937859
21341,2,1,1,23,Male,4,0,2022-02-17,2605,5,5,3,820527,No,2,54,26,No,4,55,9,2022-10-31,2861,2.869267624914442,21-30,High,820527.0,0.8437660032618375
21342,4,1,5,21,Male,1,0,2015-05-06,126,2,3,3,600000,Yes,11,54,1,No,2,31,9,2016-04-03,459,9.656399726214921,21-30,Low,600000.0,0.8270836822592618
21343,4,5,1,25,Female,2,4,2018-08-06,1314,4,5,4,931198,No,3,62,20,Yes,4,56,6,2019-06-03,1615,6.403832991101985,21-30,High,186239.6,0.9575714323909105
21344,2,3,2,29,Female,4,10,2022-06-20,2728,2,4,4,355699,No,3,38,9,No,3,69,14,2023-04-28,3040,2.532511978097194,21-30,Low,32336.272727272728,0.9758197924353864
21345,1,1,2,32,Female,1,13,2017-12-04,1069,5,4,3,439997,No,3,66,28,No,3,65,13,2018-12-28,1458,7.0746064339493495,31-40,High,31428.35714285714,1.2070817776046396
21346,4,2,2,29,Female,1,9,2015-04-12,102,2,2,3,305765,No,5,19,1,No,2,53,14,2016-02-13,409,9.722108145106091,21-30,Low,30576.5,0.8388315368724847
21347,2,1,4,31,Male,4,10,2018-12-05,1435,4,3,5,298636,No,0,89,17,No,4,34,11,2019-07-22,1664,6.072553045859,31-40,High,27148.727272727272,0.9787910470752883
21348,3,3,2,31,Male,1,7,2018-07-25,1302,4,5,4,379200,No,0,73,25,Yes,4,77,9,2019-08-25,1698,6.436687200547571,31-40,High,47400.0,1.0402921157818787
21349,4,2,4,43,Male,3,20,2020-07-16,2024,5,3,3,348631,No,2,80,15,No,3,35,6,2021-12-26,2552,4.459958932238193,41-50,High,16601.47619047619,1.1426515943587003
21350,4,5,5,35,Male,2,13,2023-04-03,3015,4,4,2,850325,No,6,64,16,No,3,56,3,2023-10-05,3200,1.7467488021902806,31-40,High,60737.5,1.1721498868618447
21351,1,1,4,35,Male,1,13,2016-01-13,378,2,3,5,297157,No,2,55,9,No,3,30,7,2017-06-30,912,8.966461327857632,31-40,Low,21225.5,0.9739435673386714
21352,2,3,2,36,Female,1,16,2022-01-12,2569,4,3,5,410322,No,0,44,15,No,4,76,11,2023-06-20,3093,2.967830253251198,31-40,High,24136.58823529412,1.1256717867401163
21353,2,3,3,27,Female,2,5,2017-10-22,1026,4,3,4,430929,No,0,54,27,Yes,3,56,17,2018-10-15,1384,7.19233401779603,21-30,High,71821.5,0.8888982858557314
21354,2,4,3,23,Male,4,3,2020-06-09,1987,2,4,5,401171,No,3,49,8,No,4,81,14,2021-11-04,2500,4.561259411362081,21-30,Low,100292.75,0.8275150064976587
21355,4,2,4,47,Female,3,27,2024-12-13,3635,5,5,5,397623,No,2,88,23,No,5,32,1,2024-12-08,3630,0.049281314168377825,41-50,High,14200.82142857143,1.3032247703264757
21356,3,3,2,37,Female,1,18,2019-03-14,1534,4,2,5,465117,No,1,92,24,Yes,3,65,11,2020-01-05,1831,5.801505817932923,31-40,High,24479.842105263157,1.2759956435024264
21357,2,1,3,34,Female,4,9,2022-07-09,2747,2,4,4,418416,No,2,21,7,No,3,68,11,2023-11-25,3251,2.4804928131416837,31-40,Low,41841.6,0.8630871098826296
21358,1,2,3,30,Female,1,5,2022-08-21,2790,4,5,5,452315,No,2,86,26,No,4,46,11,2023-08-03,3137,2.3627652292950034,21-30,High,75385.83333333333,0.9330122321004971
21359,2,4,3,33,Male,3,12,2019-11-23,1788,5,5,4,493383,No,3,68,29,No,4,51,10,2020-06-08,1986,5.106091718001369,31-40,High,37952.53846153846,1.0177252006023227
21360,6,5,5,21,Male,2,0,2022-03-22,2638,1,1,4,600000,No,3,89,2,No,2,44,2,2023-08-30,3164,2.7789185489390826,21-30,Low,600000.0,0.8270836822592618
21361,3,3,1,25,Male,1,3,2021-09-03,2438,4,3,3,897857,No,2,85,19,No,3,32,8,2022-12-28,2919,3.326488706365503,21-30,High,224464.25,0.9232861470623924
21362,5,2,2,28,Male,4,3,2020-04-08,1925,4,4,3,320744,No,3,97,17,No,3,85,6,2020-12-15,2176,4.731006160164271,21-30,High,80186.0,0.8799247214776976
21363,5,4,3,40,Female,1,15,2020-02-19,1876,3,3,4,564978,No,0,53,16,No,3,75,8,2020-12-16,2177,4.865160848733744,31-40,Medium,35311.125,1.1654077023040905
21364,3,1,2,26,Female,1,5,2022-12-17,2908,5,5,5,393060,No,2,43,15,Yes,5,84,11,2024-02-11,3329,2.0396988364134154,21-30,High,65510.0,1.078315451026438
21365,4,1,2,37,Female,1,17,2018-12-22,1452,3,5,4,381288,No,4,58,10,Yes,4,50,11,2019-11-23,1788,6.026009582477755,31-40,Medium,21182.666666666668,1.0460203065459943
21366,2,3,2,37,Female,4,16,2022-04-03,2650,3,5,5,403267,Yes,5,53,8,Yes,4,60,17,2023-08-24,3158,2.746064339493498,31-40,Medium,23721.58823529412,1.1063171958201765
21367,4,1,4,33,Female,2,14,2022-08-21,2790,3,2,3,318647,No,1,50,15,Yes,2,24,6,2023-10-01,3196,2.3627652292950034,31-40,Medium,21243.133333333335,1.044377873991747
21368,2,5,5,41,Male,3,16,2023-08-10,3144,5,4,2,916049,No,12,42,15,Yes,3,59,4,2024-05-12,3420,1.3935660506502396,41-50,High,53885.23529411765,1.262748633416524
21369,5,2,1,30,Female,1,7,2018-12-16,1446,2,3,2,800000,No,7,53,5,No,2,42,7,2020-02-19,1876,6.0424366872005475,21-30,Low,100000.0,0.8226576366280086
21370,1,2,1,36,Female,4,14,2020-04-23,1940,5,5,3,1084773,No,1,79,24,No,4,48,4,2021-03-11,2262,4.689938398357289,31-40,High,72318.2,1.1154959905723434
21371,5,3,2,32,Male,1,10,2020-08-07,2046,2,1,3,349872,No,1,16,10,No,2,89,14,2021-04-28,2310,4.399726214921286,31-40,Low,31806.545454545456,0.9598340799916601
21372,1,3,2,21,Other,1,0,2023-11-07,3233,5,5,3,342627,No,0,62,25,No,4,41,11,2024-10-12,3573,1.1498973305954825,21-30,High,342627.0,0.9399582456592769
21373,5,2,4,24,Male,1,2,2022-11-01,2862,1,2,5,250000,Yes,6,40,2,No,3,20,8,2024-03-25,3372,2.1656399726214923,21-30,Low,83333.33333333333,0.8193846748845487
21374,2,1,1,29,Female,1,5,2019-07-25,1667,1,1,4,841381,Yes,10,74,1,No,2,32,5,2020-01-23,1849,5.437371663244353,21-30,Low,140230.16666666666,0.8652106312046381
21375,4,3,3,43,Male,2,19,2022-07-03,2741,2,1,5,548367,No,2,17,1,No,2,73,8,2023-10-27,3222,2.4969199178644765,41-50,Low,27418.35,1.131143381670414
21376,3,1,1,38,Male,1,19,2019-04-03,1554,3,4,4,1212495,No,4,89,15,No,3,41,5,2020-03-02,1888,5.746748802190281,31-40,Medium,60624.75,1.2468353389040967
21377,2,1,5,38,Female,1,13,2021-11-04,2500,5,5,4,890364,No,3,88,20,Yes,4,30,9,2022-07-06,2744,3.156741957563313,31-40,High,63597.42857142857,1.227342559451809
21378,4,3,4,37,Female,2,12,2018-11-11,1411,5,4,4,307651,No,2,88,24,No,4,17,8,2019-10-04,1738,6.138261464750171,31-40,High,23665.46153846154,1.0083380584516253
21379,6,1,5,32,Male,1,13,2018-06-14,1261,5,5,2,797166,No,6,41,17,No,3,41,7,2019-07-16,1658,6.548939082819986,31-40,High,56940.42857142857,1.0988716510864778
21380,1,5,1,24,Female,1,4,2021-03-17,2268,1,1,3,800000,Yes,14,64,6,Yes,1,38,6,2021-10-12,2477,3.79192334017796,21-30,Low,160000.0,0.8226576366280086
21381,6,3,3,38,Female,4,15,2023-11-16,3242,4,4,3,509198,No,0,78,17,No,3,59,13,2024-10-13,3574,1.1252566735112937,31-40,High,31824.875,1.0503475731760143
21382,4,5,1,35,Male,2,11,2023-07-24,3127,3,3,3,1049728,No,0,52,15,No,3,59,8,2024-06-15,3454,1.4401095140314852,31-40,Medium,87477.33333333333,1.0794584444778077
21383,5,1,3,42,Female,2,19,2020-04-23,1940,4,2,5,533006,No,4,42,25,No,3,88,11,2021-01-04,2196,4.689938398357289,41-50,High,26650.3,1.0994574970605828
21384,2,5,2,21,Male,1,0,2019-12-23,1818,2,1,5,300000,No,1,47,9,No,2,55,17,2021-05-21,2333,5.023956194387406,21-30,Low,300000.0,0.8230159143843978
21385,3,1,4,46,Male,3,23,2023-10-09,3204,3,3,3,355323,Yes,6,34,16,No,3,29,8,2024-08-22,3522,1.2292950034223136,41-50,Medium,14805.125,1.16458488333601
21386,5,1,3,25,Female,2,4,2019-08-02,1675,1,3,4,400000,Yes,10,39,3,No,3,70,12,2020-02-04,1861,5.415468856947296,21-30,Low,80000.0,0.8250995276305204
21387,3,1,3,39,Female,3,14,2021-12-03,2529,5,4,5,554225,No,1,53,21,No,4,73,11,2023-01-09,2931,3.077344284736482,31-40,High,36948.333333333336,1.143226964252563
21388,3,2,4,36,Male,1,16,2022-06-17,2725,2,1,3,297404,Yes,11,46,11,Yes,2,46,9,2023-04-16,3028,2.54072553045859,31-40,Low,17494.352941176472,0.9747531193974572
21389,1,1,2,31,Male,1,12,2015-03-07,66,2,1,3,378753,No,3,29,2,No,2,50,7,2015-12-25,359,9.820670773442847,31-40,Low,29134.846153846152,1.039065822069446
21390,2,2,2,32,Male,4,10,2021-05-21,2333,4,3,3,370711,No,1,90,17,Yes,3,84,21,2022-08-13,2782,3.6139630390143735,31-40,High,33701.0,1.0170035087911817
21391,4,1,3,37,Female,1,15,2023-04-06,3018,5,5,5,529692,No,2,47,16,No,5,41,9,2024-07-12,3481,1.7385352498288844,31-40,High,33105.75,1.092621547474164
21392,4,1,5,35,Male,1,16,2021-06-12,2355,5,5,3,812315,No,0,85,29,No,4,39,3,2022-05-19,2696,3.5537303216974676,31-40,High,47783.23529411765,1.1197541355907203
21393,4,3,3,32,Male,2,8,2021-10-20,2485,3,1,3,475234,Yes,12,21,14,No,2,40,10,2023-04-09,3021,3.1978097193702943,31-40,Medium,52803.77777777778,0.9802883722849068
21394,2,1,3,32,Female,3,11,2018-02-14,1141,3,5,5,517454,No,2,55,14,No,4,51,7,2019-04-25,1576,6.877481177275839,31-40,Medium,43121.166666666664,1.0673776274263083
21395,3,3,5,26,Male,1,5,2016-03-12,437,1,1,4,600000,Yes,4,44,8,Yes,2,51,6,2017-02-03,765,8.804928131416839,21-30,Low,100000.0,0.8270836822592618
21396,2,3,3,42,Female,2,22,2021-08-05,2409,5,5,4,681986,No,2,68,21,Yes,4,84,13,2022-12-05,2896,3.405886379192334,41-50,High,29651.565217391304,1.4067658161265704
21397,3,4,5,27,Male,4,4,2020-12-15,2176,4,3,2,717408,No,10,63,26,Yes,2,31,5,2022-05-08,2685,4.043805612594114,21-30,High,143481.6,0.9889274172037541
21398,5,2,2,25,Male,4,1,2016-02-25,421,5,5,4,341092,Yes,13,93,28,Yes,4,77,11,2016-09-05,614,8.848733744010952,21-30,High,170546.0,0.9357471475640101
21399,5,5,3,27,Female,1,2,2019-07-25,1667,4,2,5,441514,No,2,58,23,No,3,75,11,2020-08-11,2050,5.437371663244353,21-30,High,147171.33333333334,0.9107324821056539
21400,1,3,1,21,Female,1,0,2021-01-22,2214,2,1,4,800000,Yes,7,78,6,No,2,32,2,2022-07-08,2746,3.9397672826830936,21-30,Low,800000.0,0.8226576366280086
21401,5,5,3,34,Male,3,13,2021-03-01,2252,4,3,4,479510,No,2,95,28,No,3,60,12,2022-01-09,2566,3.8357289527720737,31-40,High,34250.71428571428,0.9891086862352771
21402,3,1,2,25,Other,1,1,2021-01-05,2197,2,1,5,300000,No,6,39,2,Yes,2,56,17,2021-11-27,2523,3.9863107460643397,21-30,Low,150000.0,0.8230159143843978
21403,4,3,2,42,Female,1,21,2023-11-01,3227,3,3,4,435146,No,2,10,11,No,3,77,10,2024-11-23,3615,1.1663244353182751,41-50,Medium,19779.363636363636,1.193773610269044
21404,2,4,2,21,Female,1,0,2022-05-06,2683,5,4,3,303954,No,3,80,17,No,3,44,10,2022-12-16,2907,2.6557152635181382,21-30,High,303954.0,0.8338632641359842
21405,4,1,2,35,Female,4,12,2015-03-22,81,3,2,3,348418,Yes,10,54,19,No,2,78,8,2016-08-07,585,9.779603011635865,31-40,Medium,26801.384615384617,0.955845196193277
21406,2,3,1,39,Female,2,18,2020-04-07,1924,3,5,4,1127724,Yes,9,99,18,No,4,39,4,2021-03-15,2266,4.733744010951403,31-40,Medium,59353.89473684211,1.1596634507608554
21407,3,4,4,24,Female,1,1,2024-08-06,3506,3,5,5,269875,No,2,26,8,No,4,15,5,2024-10-06,3567,0.4024640657084189,21-30,Medium,134937.5,0.8845257565378704
21408,1,3,1,32,Female,2,13,2016-04-18,474,3,5,4,1084680,No,2,83,19,No,4,53,5,2017-07-10,922,8.70362765229295,31-40,Medium,77477.14285714286,1.1154003566220856
21409,2,1,3,21,Male,1,1,2017-09-12,986,3,1,5,448439,No,0,19,9,No,3,56,3,2018-11-05,1405,7.301848049281314,21-30,Medium,224219.5,0.9250170176777573
21410,1,3,1,32,Male,4,9,2020-11-18,2149,5,3,4,983934,Yes,7,49,27,No,3,27,4,2021-07-07,2380,4.117727583846681,31-40,High,98393.4,1.0118010237974289
21411,2,1,1,46,Male,3,26,2024-03-21,3368,4,4,3,1152389,No,2,97,19,Yes,3,55,10,2024-10-15,3576,0.7802874743326489,41-50,High,42681.07407407407,1.1850270140201429
21412,1,4,4,29,Male,1,8,2021-03-20,2271,5,5,3,345367,No,2,64,26,No,4,21,2,2022-07-08,2746,3.783709787816564,21-30,High,38374.11111111111,1.1319537080434077
21413,4,1,4,42,Female,2,23,2024-10-25,3586,4,5,4,406940,No,2,72,26,Yes,4,24,6,2024-12-29,3651,0.1834360027378508,41-50,High,16955.833333333332,1.333761598390073
21414,1,1,4,32,Female,1,11,2017-06-03,885,4,2,4,308226,No,4,77,29,Yes,3,14,7,2018-10-23,1392,7.578370978781656,31-40,High,25685.5,1.0102226432038597
21415,4,1,2,27,Male,1,8,2016-02-03,399,5,5,4,375771,No,3,85,27,No,4,64,6,2017-01-18,749,8.908966461327857,21-30,High,41752.333333333336,1.030885043880465
21416,2,3,1,28,Male,1,5,2017-02-03,765,2,3,4,800000,No,2,43,6,No,3,22,3,2018-01-02,1098,7.906913073237509,21-30,Low,133333.33333333334,0.8226576366280086
21417,6,5,1,21,Other,1,0,2020-04-25,1942,3,3,4,840322,No,1,42,17,No,3,58,5,2021-06-15,2358,4.684462696783025,21-30,Medium,840322.0,0.8641216381581518
21418,6,1,3,34,Female,2,12,2024-06-27,3466,2,4,4,446903,No,5,25,0,No,3,65,14,2024-12-19,3641,0.5119780971937029,31-40,Low,34377.153846153844,0.9218486354916562
21419,2,1,4,46,Female,3,27,2019-11-04,1769,5,4,4,397840,No,3,43,20,No,4,31,4,2020-10-02,2102,5.158110882956879,41-50,High,14208.57142857143,1.3039359962242754
21420,4,2,5,30,Other,2,9,2015-11-19,323,1,1,3,674537,No,3,65,6,No,1,55,6,2016-12-30,730,9.117043121149898,21-30,Low,67453.7,0.9298309096335261
